3,3,13,2,0,0,-1,15,0,0,0,0,3,0,0,1
5,2,16,0,0,3,-1,16,0,0,0,1.6666666666666667,2,0,0,1
0,0,11,1,0,0,0,0,0,0,0,0.0,0,1,0,1
1,6,11,1,0,0,0,12,0,0,0,0,6,0,0,1
4,1,8,1,0,0,-1,9,0,0,0,4.0,1,0,0,1
9,3,32,1,0,2,-1,33,4,0,0,2.25,3,0,0,1
3,3,13,2,0,0,-1,15,0,0,0,0.3333333333333333,3,0,0,1
3,2,8,1,0,0,-1,9,0,0,0,1.0,2,0,0,1
2,4,11,1,0,0,0,12,0,0,0,0.6666666666666666,4,0,0,1
3,2,8,1,0,0,-1,9,0,0,0,1.5,2,0,0,1
3,3,11,1,0,0,-1,12,0,0,0,1.0,3,0,50040.0,1
0,0,0,0,0,0,-1,0,0,0,0,0.0,0,0,1705920.0,1
1,1,1,2,1,0,2,3,0,0,0,0,1,0,548700.0,1
1,2,2,2,1,0,2,4,0,0,0,1.0,2,0,548700.0,1
0,0,0,0,0,0,-1,0,0,0,0,0.0,0,0,240.0,1
0,2,1,1,0,0,1,2,0,0,0,0,2,0,4380.0,1
5,2,16,1,0,0,-1,17,0,0,0,0,2,0,4522740.0,0
2,4,12,2,0,0,-1,14,0,0,0,0.4,4,0,548700.0,0
3,1,6,1,0,1,-1,7,2,0,0,1.5,1,0,240.0,0
3,1,6,1,0,1,-1,7,2,0,0,1.0,1,0,4380.0,0
